Parcel ID,Land Use,Property Address,Property City,Zip Code,Sale Price,Legal Reference,Finished Area,Bedrooms,Full Bath,Half Bath
064 16 0D 025.00,SINGLE FAMILY,1828  BROOKMEADOW LN,HERMITAGE,37076,179900,20150204-0010392,,,,
074 08 0 214.00,SINGLE FAMILY,139  JACKSONIAN DR,HERMITAGE,37076,129900,20150209-0011955,1715.5,3.0,2.0,0.0
075 01 0 034.00,DUPLEX,923  OAK VALE,HERMITAGE,37076,125000,20150212-0012991,1416.0,4.0,2.0,0.0
075 08 0 087.00,SINGLE FAMILY,645  ATLANTA DR,HERMITAGE,37076,145000,20150226-0016838,1200.0,3.0,1.0,1.0
075 08 0 223.00,SINGLE FAMILY,733  ALBANY DR,HERMITAGE,37076,165000,20150206-0011374,1640.25,3.0,2.0,0.0
075 11 0A 069.00,SINGLE FAMILY,1424  STONER RDG,HERMITAGE,37076,213500,20150225-0016242,,,,
075 11 0A 124.00,SINGLE FAMILY,208  LAFFITE CV,HERMITAGE,37076,229900,20150218-0013851,,,,
075 12 0 018.00,VACANT RESIDENTIAL LAND,605  BELGIUM DR,HERMITAGE,37076,23000,20150218-0014178,1813.0,3.0,3.0,0.0
075 12 0E 036.00,SINGLE FAMILY,1220  LILAC DR,HERMITAGE,37076,284900,20150211-0012533,,,,
075 12 0F 084.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,159900,20150218-0014109,,,,
075 16 0A 007.00,VACANT RESIDENTIAL LAND,909  WYNTREE  S,HERMITAGE,37076,37000,20150211-0012641,,,,
076 01 0 127.00,ZERO LOT LINE,509  HIDDEN HILL DR,HERMITAGE,37076,102000,20150223-0015165,1326.5,3.0,2.0,0.0
086 03 0A 036.00,SINGLE FAMILY,309  HUNTERS PATH CT,HERMITAGE,37076,173000,20150203-0009908,,,,
086 07 0 088.00,SINGLE FAMILY,409  SCENICWAY KNOB,HERMITAGE,37076,140000,20150206-0011569,1196.0,2.0,2.0,0.0
086 07 0 146.00,SINGLE FAMILY,1529  MARKET SQ,HERMITAGE,37076,152000,20150218-0014116,1238.0,3.0,2.0,0.0
086 08 0 058.00,SINGLE FAMILY,2120  STROMBURY DR,HERMITAGE,37076,194000,20150223-0015462,2510.0,3.0,2.0,1.0
086 12 0 011.00,SINGLE FAMILY,461  ROCKWOOD DR,HERMITAGE,37076,106400,20150212-0013216,1127.0,3.0,1.0,1.0
086 14 0B 064.00,SINGLE FAMILY,3152  LAKE DR,HERMITAGE,37076,182000,20150227-0017076,,,,
086 14 0B 099.00,SINGLE FAMILY,3537  GREENWOOD DR,HERMITAGE,37076,181900,20150227-0017172,,,,
086 16 0 007.00,SINGLE FAMILY,405  ROCKWOOD DR,HERMITAGE,37076,120000,20150206-0011241,1027.0,3.0,1.0,1.0
087 01 0A 096.00,SINGLE FAMILY,3009  GLENBORO DR,HERMITAGE,37076,164182,20150226-0016534,,,,
087 09 0 044.00,DUPLEX,4544  BROOKE VALLEY DR,HERMITAGE,37076,87500,20150211-0012635,1518.0,4.0,2.0,0.0
087 09 0 086.00,SINGLE FAMILY,4824  MYRA DR,HERMITAGE,37076,240900,20150224-0015761,1916.0,3.0,2.0,1.0
087 13 0 008.00,DUPLEX,4444  GINA BROOKE DR,HERMITAGE,37076,96500,20150210-0012117,1518.0,4.0,2.0,0.0
097 02 0A 402.00,RESIDENTIAL CONDO,2025  HICKORY BROOK DR,HERMITAGE,37076,163290,20150213-0013510,,,,
098 05 0B 051.00,SINGLE FAMILY,5755  S NEW HOPE RD,HERMITAGE,37076,228000,20150210-0012384,,,,
098 06 0A 110.00,SINGLE FAMILY,2033  HAWKS NEST DR,HERMITAGE,37076,271500,20150226-0016662,,,,
098 06 0A 261.00,SINGLE FAMILY,1928  HAWKS NEST DR,HERMITAGE,37076,270500,20150227-0016944,,,,
098 06 0B 137.00,RESIDENTIAL CONDO,1207  CHICKADEE CIR,HERMITAGE,37076,297000,20150227-0017053,,,,
098 09 0B 009.00,SINGLE FAMILY,108  WINDCHASE RUN,HERMITAGE,37076,210000,20150225-0016199,,,,
098 13 0A 006.00,SINGLE FAMILY,4721  CAPE HOPE PASS,HERMITAGE,37076,240000,20150205-0010956,,,,
109 04 0A 038.00,SINGLE FAMILY,2800  JENOAKS PASS,HERMITAGE,37076,246623,20150226-0016623,,,,
064 11 0A 023.00,SINGLE FAMILY,406  N CAMERON CT,HERMITAGE,37076,163000,20150309-0019730,,,,
064 16 0D 230.00,SINGLE FAMILY,3004  REMINGTON PARK LN,HERMITAGE,37076,173000,20150326-0025902,,,,
064 16 0E 073.00,RESIDENTIAL CONDO,564  GRIFFIN CIR,HERMITAGE,37076,175000,20150317-0023029,,,,
075 01 0 020.00,DUPLEX,832  HERITAGE TRL,HERMITAGE,37076,104000,20150401-0028082,1920.0,4.0,4.0,0.0
075 03 0 031.00,SINGLE FAMILY,4448  ANDREW JACKSON PKWY,HERMITAGE,37076,175000,20150319-0023624,1701.0,3.0,1.0,1.0
075 05 0 019.00,SINGLE FAMILY,198  BONNAFIELD DR,HERMITAGE,37076,68000,20150310-0020174,1574.5,3.0,1.0,1.0
075 06 0 024.00,SINGLE FAMILY,4246  SWEDEN DR,HERMITAGE,37076,135000,20150402-0028808,1634.0,2.0,1.0,0.0
075 07 0 137.00,SINGLE FAMILY,513  DUTCHMANS DR,HERMITAGE,37076,175000,20150313-0021528,1540.0,3.0,2.0,0.0
075 08 0 116.00,SINGLE FAMILY,659  FRANKFORT DR,HERMITAGE,37076,130000,20150320-0024145,1500.0,3.0,2.0,0.0
075 09 0 010.00,SINGLE FAMILY,7000  BONNACREST DR,HERMITAGE,37076,112500,20150320-0024200,1095.0,2.0,1.0,0.0
075 10 0 123.00,SINGLE FAMILY,305  TYLER DR,HERMITAGE,37076,150000,20150323-0024866,2350.0,3.0,2.0,0.0
075 11 0 057.00,DUPLEX,656  MERCER DR,HERMITAGE,37076,95000,20150309-0020009,1980.0,4.0,4.0,0.0
075 11 0 169.00,ZERO LOT LINE,1009  RACHELS SQUARE DR,HERMITAGE,37076,86500,20150407-0030517,1342.0,3.0,2.0,0.0
075 11 0 275.00,ZERO LOT LINE,1008  RACHELS SQUARE DR,HERMITAGE,37076,63000,20150318-0023400,941.0,2.0,1.0,0.0
075 11 0A 066.00,SINGLE FAMILY,1208  ANDREW DONELSON DR,HERMITAGE,37076,237000,20150317-0022625,,,,
075 11 0A 102.00,SINGLE FAMILY,4232  RACHEL DONELSON PASS,HERMITAGE,37076,220000,20150319-0023876,,,,
075 12 0 028.00,DUPLEX,612  BELGIUM DR,HERMITAGE,37076,95000,20150309-0020041,1980.0,4.0,4.0,0.0
075 12 0A 095.00,SINGLE FAMILY,5124  GREER STATION DR,HERMITAGE,37076,142000,20150323-0024976,,,,
075 12 0E 013.00,SINGLE FAMILY,1020  TULIP BLOSSOM DR,HERMITAGE,37076,266000,20150401-0028261,,,,
075 12 0F 027.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,118500,20150408-0030909,,,,
075 13 0 018.00,SINGLE FAMILY,3850  BONNACREEK DR,HERMITAGE,37076,120000,20150410-0031909,1647.0,3.0,2.0,0.0
075 13 0 045.00,SINGLE FAMILY,243  JACKSONIAN DR,HERMITAGE,37076,139900,20150312-0021172,1474.0,3.0,1.0,0.0
075 13 0 060.00,SINGLE FAMILY,258  BONNALYNN DR,HERMITAGE,37076,135900,20150309-0020127,1104.0,3.0,2.0,0.0
075 13 0 087.00,SINGLE FAMILY,135  BONNABROOK DR,HERMITAGE,37076,118500,20150406-0029499,1475.0,3.0,1.0,1.0
076 01 0 068.00,SINGLE FAMILY,600  HIDDEN HILL DR,HERMITAGE,37076,125000,20150402-0028812,1150.0,3.0,1.0,1.0
076 05 0 150.00,SINGLE FAMILY,808  STONER MILL LN,HERMITAGE,37076,153900,20150324-0025121,1622.0,3.0,2.0,0.0
076 05 0 161.00,SINGLE FAMILY,4725  ASHLEY WAY,HERMITAGE,37076,137500,20150326-0026210,1050.0,3.0,2.0,0.0
076 13 0 001.00,SINGLE FAMILY,4541  RACCOON TRL,HERMITAGE,37076,210000,20150318-0023463,2534.0,5.0,3.0,0.0
085 04 0A 071.00,SINGLE FAMILY,4160  STONE HALL BLVD,HERMITAGE,37076,312500,20150407-0030297,,,,
085 04 0A 233.00,SINGLE FAMILY,5109  MOUNTAINBROOK CIR,HERMITAGE,37076,387568,20150326-0025912,,,,
085 04 0A 239.00,SINGLE FAMILY,5124  MOUNTAINBROOK CIR,HERMITAGE,37076,349900,20150310-0020369,,,,
086 07 0 014.00,SINGLE FAMILY,1012  JACKSONS VALLEY RD,HERMITAGE,37076,119000,20150316-0022332,987.0,3.0,1.0,0.0
086 07 0 047.00,SINGLE FAMILY,1100  JACKSONS VALLEY RD,HERMITAGE,37076,140000,20150313-0021770,1066.0,3.0,2.0,0.0
086 07 0 073.00,SINGLE FAMILY,1404  AUTUMN KNL,HERMITAGE,37076,134943,20150313-0021609,1310.0,3.0,2.0,0.0
086 08 0 007.00,SINGLE FAMILY,1417  AUTUMN KNL,HERMITAGE,37076,145000,20150310-0020374,1250.0,3.0,1.0,1.0
086 11 0A 064.00,RESIDENTIAL CONDO,119  HERMITAGE WOODS DR,HERMITAGE,37076,52250,20150326-0026001,,,,
086 12 0A 020.00,SINGLE FAMILY,149  TULIP GROVE PT,HERMITAGE,37076,259900,20150406-0029342,,,,
086 12 0A 038.00,SINGLE FAMILY,153  TULIP GROVE PT,HERMITAGE,37076,255000,20150316-0022009,,,,
086 12 0A 100.00,SINGLE FAMILY,224  WINDMILL TRL,HERMITAGE,37076,249900,20150327-0026488,,,,
086 13 0 018.00,SINGLE FAMILY,3632  PIERSIDE DR,HERMITAGE,37076,141500,20150325-0025503,1008.0,3.0,2.0,0.0
086 14 0A 135.00,RESIDENTIAL CONDO,135  THISTLE LN,HERMITAGE,37076,102000,20150410-0031578,,,,
086 14 0B 135.00,SINGLE FAMILY,3420  PARKWOOD CT,HERMITAGE,37076,179000,20150320-0024082,,,,
086 16 0 011.00,DUPLEX,1314  TULIP GROVE RD,HERMITAGE,37076,88000,20150306-0019292,1537.0,4.0,2.0,0.0
087 01 0 026.00,SINGLE FAMILY,4537  RACCOON TRL,HERMITAGE,37076,187000,20150324-0025094,2188.0,4.0,3.0,0.0
087 02 0 018.00,SINGLE FAMILY,1416  WHITETAIL CT,HERMITAGE,37076,224900,20150327-0026715,3170.0,4.0,3.0,0.0
087 02 0 044.00,SINGLE FAMILY,1308  BUTTERFLY CT,HERMITAGE,37076,193000,20150306-0019461,1671.0,3.0,2.0,0.0
087 02 0 051.00,SINGLE FAMILY,4568  RACCOON TRL,HERMITAGE,37076,199000,20150318-0023167,1680.0,4.0,3.0,0.0
087 09 0 025.00,DUPLEX,1108  FOREST RIDGE WAY,HERMITAGE,37076,108150,20150325-0025508,1537.0,4.0,2.0,0.0
087 09 0 040.00,DUPLEX,4560  BROOKE VALLEY DR,HERMITAGE,37076,106200,20150325-0025510,1519.0,4.0,2.0,0.0
087 09 0 092.00,SINGLE FAMILY,4800  MYRA DR,HERMITAGE,37076,350000,20150325-0025596,3797.14999,5.0,5.0,0.0
097 02 0A 001.00,SINGLE FAMILY,1010  RIVERWOOD VILLAGE BLVD,HERMITAGE,37076,218000,20150317-0023031,,,,
097 02 0A 073.00,RESIDENTIAL CONDO,1420  RIVERBROOK DR,HERMITAGE,37076,151000,20150313-0021959,,,,
097 02 0A 188.00,SINGLE FAMILY,1204  RIVERBIRCH WAY,HERMITAGE,37076,198950,20150310-0020424,,,,
097 02 0A 217.00,VACANT RESIDENTIAL LAND,3836  HOGGETT FORD RD,HERMITAGE,37076,172447,20150406-0029432,,,,
097 02 0A 219.00,VACANT RESIDENTIAL LAND,3840  HOGGETT FORD RD,HERMITAGE,37076,169092,20150402-0029036,,,,
097 02 0A 220.00,VACANT RESIDENTIAL LAND,3842  HOGGETT FORD RD,HERMITAGE,37076,161172,20150402-0029081,,,,
097 02 0A 221.00,VACANT RESIDENTIAL LAND,3844  HOGGETT FORD RD,HERMITAGE,37076,167199,20150402-0029052,,,,
097 02 0A 222.00,VACANT RESIDENTIAL LAND,3846  HOGGETT FORD RD,HERMITAGE,37076,169640,20150402-0028991,,,,
097 02 0A 223.00,VACANT RESIDENTIAL LAND,3848  HOGGETT FORD RD,HERMITAGE,37076,171662,20150402-0029000,,,,
097 02 0A 247.00,RESIDENTIAL CONDO,4002  HOGGETT FORD RD,HERMITAGE,37076,154900,20150406-0029464,,,,
097 08 0A 005.00,RESIDENTIAL CONDO,102  LAKE CHATEAU DR,HERMITAGE,37076,120000,20150319-0023856,,,,
097 16 0A 013.00,SINGLE FAMILY,5500  PENINSULA PARK LNDG,HERMITAGE,37076,239900,20150316-0022212,,,,
098 01 0 097.00,SINGLE FAMILY,5108  LANA RENEE CT,HERMITAGE,37076,193000,20150323-0024556,2200.0,3.0,3.0,0.0
098 05 0 146.00,ZERO LOT LINE,5137  HUNTERS POINT LN,HERMITAGE,37076,89000,20150318-0023474,1003.0,2.0,1.0,0.0
098 05 0A 079.00,SINGLE FAMILY,909  HALLVIEW CT,HERMITAGE,37076,205000,20150319-0023569,,,,
098 06 0A 037.00,SINGLE FAMILY,1442  BRIDGECROSS PKWY,HERMITAGE,37076,267000,20150317-0022883,,,,
098 06 0A 046.00,SINGLE FAMILY,1441  BRIDGECROSS PKWY,HERMITAGE,37076,243000,20150317-0022889,,,,
098 06 0A 047.00,SINGLE FAMILY,1437  BRIDGECROSS PKWY,HERMITAGE,37076,255000,20150317-0022884,,,,
098 09 0A 067.00,SINGLE FAMILY,5633  REGATTA BLVD,HERMITAGE,37076,229500,20150330-0026905,,,,
098 10 0A 043.00,SINGLE FAMILY,6104  HAGARS GROVE PASS,HERMITAGE,37076,299500,20150402-0028539,,,,
098 13 0C 009.00,SINGLE FAMILY,905  W POINT CV,HERMITAGE,37076,254000,20150325-0025636,,,,
098 13 0C 054.00,SINGLE FAMILY,1312  FISHERS MEADOWS CV,HERMITAGE,37076,334000,20150326-0026020,,,,
098 13 0C 193.00,SINGLE FAMILY,2232  SEVEN POINTS CIR,HERMITAGE,37076,306000,20150316-0022396,,,,
109 08 0A 030.00,SINGLE FAMILY,3108  COOKS CT,HERMITAGE,37076,392185,20150323-0024544,,,,
064 12 0A 812.00,RESIDENTIAL CONDO,812  OLD COACH PL,HERMITAGE,37076,115500,20150501-0039309,,,,
064 12 0C 209.00,SINGLE FAMILY,209  LEXINGTON WAY,HERMITAGE,37076,263000,20150505-0040561,,,,
064 16 0C 068.00,SINGLE FAMILY,816  BEXHILL CT N,HERMITAGE,37076,149000,20150417-0034264,,,,
064 16 0D 180.00,SINGLE FAMILY,2701  SPRING FARM CT,HERMITAGE,37076,159800,20150423-0036408,,,,
064 16 0D 184.00,SINGLE FAMILY,2612  SPRING FARM LN,HERMITAGE,37076,169900,20150417-0034287,,,,
064 16 0D 234.00,SINGLE FAMILY,3005  REMINGTON PARK LN,HERMITAGE,37076,180000,20150427-0037471,,,,
064 16 0E 046.00,RESIDENTIAL CONDO,533  GRIFFIN CIR,HERMITAGE,37076,175900,20150423-0036406,,,,
074 04 0 002.00,SINGLE FAMILY,8104  BONNAFAIR DR,HERMITAGE,37076,129900,20150420-0034779,1925.0,3.0,2.0,0.0
074 04 0 013.00,SINGLE FAMILY,121  JACKSONIAN DR,HERMITAGE,37076,139900,20150421-0035455,1690.00003,3.0,2.0,0.0
074 12 0 001.00,SINGLE FAMILY,168  JACKSONIAN DR,HERMITAGE,37076,127000,20150420-0034798,1361.0,3.0,1.0,1.0
074 12 0 147.00,SINGLE FAMILY,213  JACKSONIAN DR,HERMITAGE,37076,110000,20150508-0042089,1455.0,3.0,1.0,1.0
074 16 0 105.00,SINGLE FAMILY,5005  BONNAHILL DR,HERMITAGE,37076,56000,20150420-0034950,1650.0,3.0,1.0,0.0
075 01 0 026.00,DUPLEX,856  HERITAGE TRL,HERMITAGE,37076,106000,20150422-0036107,1680.0,4.0,2.0,0.0
075 06 0 033.00,SINGLE FAMILY,4253  SWEDEN DR,HERMITAGE,37076,139900,20150407-0030595,1350.0,3.0,1.0,1.0
075 06 0 070.00,SINGLE FAMILY,354  MONACO DR,HERMITAGE,37076,139000,20150429-0038137,1191.0,2.0,1.0,0.0
075 07 0 229.00,SINGLE FAMILY,521  HIGHLAND VIEW DR,HERMITAGE,37076,109900,20150421-0035352,1152.0,2.0,2.0,0.0
075 08 0 029.00,SINGLE FAMILY,658  ALBANY DR,HERMITAGE,37076,180500,20150417-0034133,1924.0,4.0,2.0,0.0
075 08 0 217.00,SINGLE FAMILY,726  ALBANY DR,HERMITAGE,37076,142000,20150504-0039862,1188.0,3.0,2.0,0.0
075 08 0A 087.00,RESIDENTIAL CONDO,188  BROOKE CASTLE DR,HERMITAGE,37076,69422,20150414-0033032,,,,
075 09 0 024.00,SINGLE FAMILY,3903  BONNAFIELD CT,HERMITAGE,37076,129900,20150505-0040908,1239.0,2.0,1.0,0.0
075 09 0 124.00,SINGLE FAMILY,236  BONNALYNN DR,HERMITAGE,37076,140000,20150428-0037890,1275.0,3.0,1.0,1.0
075 12 0C 029.00,RESIDENTIAL CONDO,739  TULIP GROVE RD,HERMITAGE,37076,146500,20150505-0040792,,,,
075 12 0E 021.00,SINGLE FAMILY,1313  WEEPING CHERRY LN,HERMITAGE,37076,268000,20150428-0037869,,,,
075 12 0F 052.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,134900,20150505-0040623,,,,
075 13 0 078.00,SINGLE FAMILY,253  BONNALYNN DR,HERMITAGE,37076,146900,20150423-0036246,1755.0,3.0,1.0,1.0
075 13 0 186.00,SINGLE FAMILY,304  BONNACROFT DR,HERMITAGE,37076,133000,20150408-0030919,1833.0,4.0,1.0,1.0
075 15 0 025.00,ZERO LOT LINE,817  NETHERLANDS DR,HERMITAGE,37076,70700,20150420-0035067,1134.0,3.0,2.0,0.0
075 15 0 031.00,ZERO LOT LINE,819  NETHERLANDS DR,HERMITAGE,37076,70700,20150420-0035073,1134.0,3.0,2.0,0.0
085 04 0A 012.00,SINGLE FAMILY,4420  BIRDSEYE CT,HERMITAGE,37076,330000,20150415-0033435,,,,
086 04 0B 118.00,SINGLE FAMILY,917  WONDERLAND PASS,HERMITAGE,37076,235000,20150413-0032547,,,,
086 04 0D 022.00,SINGLE FAMILY,2104  GINA LN,HERMITAGE,37076,280000,20150427-0037457,,,,
086 06 0 003.00,DUPLEX,4189  DODSON CHAPEL RD,HERMITAGE,37076,77000,20150415-0033262,1508.0,4.0,2.0,0.0
086 07 0 053.00,SINGLE FAMILY,1037  JACKSONS VALLEY RD,HERMITAGE,37076,114500,20150505-0040733,1312.0,3.0,2.0,0.0
086 07 0 084.00,SINGLE FAMILY,1229  JACKSONS HILL RD,HERMITAGE,37076,178000,20150501-0039367,1850.0,3.0,1.0,1.0
086 08 0A 049.00,SINGLE FAMILY,2308  WILLESDEN GRN,HERMITAGE,37076,196000,20150505-0041107,,,,
086 10 0 043.00,DUPLEX,3509  MAGNUM DR,HERMITAGE,37076,90000,20150506-0041448,1612.0,4.0,2.0,0.0
086 10 0 056.00,DUPLEX,4117  HUNTING DR,HERMITAGE,37076,115000,20150420-0034832,1560.0,4.0,2.0,0.0
086 10 0A 010.00,SINGLE FAMILY,137  LAKESIDE CT,HERMITAGE,37076,195000,20150420-0035063,,,,
086 10 0B 119.00,RESIDENTIAL CONDO,119  NOEL COVE CIR,HERMITAGE,37076,160000,20150508-0042078,,,,
086 13 0 006.00,SINGLE FAMILY,3365  LAKESIDE PL,HERMITAGE,37076,140100,20150417-0034152,1733.0,4.0,3.0,0.0
086 14 0A 183.00,RESIDENTIAL CONDO,183  THISTLE LN,HERMITAGE,37076,87000,20150415-0033110,,,,
086 14 0A 185.00,RESIDENTIAL CONDO,185  THISTLE LN,HERMITAGE,37076,88500,20150504-0039870,,,,
087 00 0 142.00,SINGLE FAMILY,6193  N NEW HOPE RD,HERMITAGE,37076,217000,20150413-0032107,1850.0,3.0,2.0,0.0
087 01 0A 031.00,SINGLE FAMILY,4340  CHESNEY GLEN DR,HERMITAGE,37076,164900,20150505-0040691,,,,
087 01 0A 046.00,SINGLE FAMILY,4317  CHESNEY GLEN DR,HERMITAGE,37076,118500,20150408-0030859,,,,
087 01 0B 016.00,SINGLE FAMILY,304  RACHAELS MEADOW CT,HERMITAGE,37076,272000,20150420-0034610,,,,
087 02 0 038.00,SINGLE FAMILY,4589  RACCOON TRL,HERMITAGE,37076,233000,20150410-0031674,2340.28998,4.0,3.0,0.0
087 09 0 082.00,SINGLE FAMILY,4840  MYRA DR,HERMITAGE,37076,226000,20150416-0033925,2822.0,4.0,3.0,1.0
087 10 0A 001.00,VACANT RESIDENTIAL LAND,100  AARONS CRESS BLVD,HERMITAGE,37076,90000,20150415-0033405,,,,
087 10 0A 019.00,SINGLE FAMILY,305  BOURNEMOUTH LN,HERMITAGE,37076,415000,20150501-0039166,,,,
087 10 0A 020.00,VACANT RESIDENTIAL LAND,309  BOURNEMOUTH LN,HERMITAGE,37076,75000,20150501-0039562,,,,
087 13 0 075.00,DUPLEX,4420  CENTRAL VALLEY DR,HERMITAGE,37076,106000,20150430-0038670,1537.0,4.0,2.0,0.0
097 02 0A 218.00,VACANT RESIDENTIAL LAND,3838  HOGGETT FORD RD,HERMITAGE,37076,168087,20150421-0035579,,,,
097 02 0A 248.00,RESIDENTIAL CONDO,4004  HOGGETT FORD RD,HERMITAGE,37076,160000,20150417-0034289,,,,
097 02 0A 295.00,RESIDENTIAL CONDO,1341  RIVERBROOK DR,HERMITAGE,37076,168900,20150506-0041334,,,,
097 02 0A 408.00,SINGLE FAMILY,1312  RIVERBIRCH WAY,HERMITAGE,37076,205000,20150427-0037460,,,,
097 08 0A 141.00,RESIDENTIAL CONDO,346  LAKE CHATEAU DR,HERMITAGE,37076,118000,20150417-0034124,,,,
097 16 0A 071.00,SINGLE FAMILY,5117  BAY OVERLOOK DR,HERMITAGE,37076,237000,20150505-0040677,,,,
098 05 0 190.00,ZERO LOT LINE,5169  HUNTERS POINT LN,HERMITAGE,37076,100000,20150420-0034787,1482.0,3.0,3.0,0.0
098 05 0A 123.00,SINGLE FAMILY,5648  CHESTNUTWOOD TRL,HERMITAGE,37076,201000,20150501-0039364,,,,
098 06 0A 089.00,SINGLE FAMILY,5243  NEW JOHN HAGAR RD,HERMITAGE,37076,232500,20150428-0037898,,,,
098 06 0A 155.00,SINGLE FAMILY,1825  BUNTINGWAY DR,HERMITAGE,37076,262500,20150501-0039401,,,,
098 06 0A 215.00,SINGLE FAMILY,1620  ROBINDALE DR,HERMITAGE,37076,265000,20150429-0038391,,,,
098 06 0A 264.00,SINGLE FAMILY,1916  HAWKS NEST DR,HERMITAGE,37076,276500,20150430-0038700,,,,
098 06 0B 009.00,RESIDENTIAL CONDO,1015  LARKWOOD DR,HERMITAGE,37076,293500,20150420-0034804,,,,
098 10 0A 044.00,SINGLE FAMILY,6108  HAGARS GROVE PASS,HERMITAGE,37076,321000,20150416-0033499,,,,
109 08 0A 040.00,SINGLE FAMILY,3009  COOKS LANDING CT,HERMITAGE,37076,363346,20150423-0036212,,,,
137 04 0B 009.00,VACANT RESIDENTIAL LAND,2528  ARBOR POINTE CV,HERMITAGE,37076,165000,20150413-0032566,,,,
137 04 0B 013.00,VACANT RESIDENTIAL LAND,2601  SAILVIEW WAY,HERMITAGE,37076,165000,20150413-0032566,,,,
137 04 0B 052.00,VACANT RESIDENTIAL LAND,2249  ARBOR POINTE WAY,HERMITAGE,37076,165000,20150413-0032566,,,,
138 00 0 024.00,GREENBELT,0  COUCHVILLE PIKE,HERMITAGE,37076,78000,20150407-0030110,,,,
138 00 0 136.00,"GREENBELT/RES
GRRENBELT/RES",0  COUCHVILLE PIKE,HERMITAGE,37076,78000,20150407-0030110,,,,
064 12 0A 604.00,RESIDENTIAL CONDO,604  WEATHERBEATEN PL,HERMITAGE,37076,122000,20150507-0041797,,,,
064 12 0A 910.00,RESIDENTIAL CONDO,910  OLD FOUNTAIN PL,HERMITAGE,37076,110000,20150603-0051536,,,,
064 16 0C 001.00,SINGLE FAMILY,501  SELSEY CT S,HERMITAGE,37076,135500,20150519-0046054,,,,
064 16 0C 075.00,SINGLE FAMILY,903  BEXHILL CT S,HERMITAGE,37076,149500,20150615-0056542,,,,
064 16 0D 114.00,SINGLE FAMILY,2212  CRESCENT VALLEY LN,HERMITAGE,37076,172500,20150520-0046672,,,,
064 16 0E 028.00,RESIDENTIAL CONDO,504  GRIFFIN CIR,HERMITAGE,37076,179000,20150511-0042953,,,,
064 16 0E 063.00,RESIDENTIAL CONDO,544  GRIFFIN CIR,HERMITAGE,37076,179000,20150605-0053124,,,,
074 04 0 054.00,SINGLE FAMILY,8134  BONNAFAIR DR,HERMITAGE,37076,140000,20150602-0051000,1971.0,4.0,2.0,0.0
074 12 0 018.00,SINGLE FAMILY,416  BONNAWOOD DR,HERMITAGE,37076,154900,20150605-0052953,1417.5,3.0,2.0,0.0
074 16 0 180.00,SINGLE FAMILY,2038  HICKORY HILL LN,HERMITAGE,37076,160000,20150526-0047976,2027.875,5.0,2.0,0.0
075 10 0 105.00,SINGLE FAMILY,8321  GORDON LN,HERMITAGE,37076,140000,20150602-0051132,1325.0,3.0,1.0,0.0
075 11 0 012.00,SINGLE FAMILY,645  HIGHLAND VIEW CT,HERMITAGE,37076,220000,20150529-0049733,2666.0,4.0,2.0,0.0
075 11 0 014.00,SINGLE FAMILY,653  HIGHLAND VIEW CT,HERMITAGE,37076,184900,20150529-0049657,1924.0,3.0,2.0,0.0
075 11 0 072.00,SINGLE FAMILY,645  MERCER DR,HERMITAGE,37076,150000,20150529-0049590,1104.0,3.0,1.0,1.0
075 11 0 125.00,ZERO LOT LINE,689  MERCER DR,HERMITAGE,37076,92900,20150604-0052237,1100.0,2.0,1.0,1.0
075 11 0 231.00,VACANT RESIDENTIAL LAND,0  HIGHLAND VIEW CT,HERMITAGE,37076,184900,20150529-0049657,,,,
075 12 0A 057.00,SINGLE FAMILY,5105  GREER STATION DR,HERMITAGE,37076,119500,20150602-0050986,,,,
075 12 0A 091.00,SINGLE FAMILY,5125  GREER STATION DR,HERMITAGE,37076,139900,20150602-0051366,,,,
075 12 0A 119.00,SINGLE FAMILY,421  SCOTTS CREEK TRL,HERMITAGE,37076,155000,20150604-0052368,,,,
075 12 0A 158.00,SINGLE FAMILY,681  BELGIUM DR,HERMITAGE,37076,125000,20150505-0040968,,,,
075 12 0C 026.00,RESIDENTIAL CONDO,739  TULIP GROVE RD,HERMITAGE,37076,136000,20150603-0051945,,,,
075 12 0F 038.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,138000,20150601-0050344,,,,
075 12 0F 039.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,172000,20150506-0041243,,,,
075 12 0F 066.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,150000,20150612-0055985,,,,
075 12 0F 072.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,140000,20150505-0041019,,,,
075 13 0 230.00,SINGLE FAMILY,120  ALOHA CT,HERMITAGE,37076,135000,20150529-0049875,1325.0,3.0,1.0,0.0
075 14 0 018.00,SINGLE FAMILY,8204  GORDON LN,HERMITAGE,37076,122000,20150519-0046016,2067.0,3.0,1.0,1.0
075 15 0A 309.00,RESIDENTIAL CONDO,309  WILES CT,HERMITAGE,37076,252000,20150522-0047434,,,,
075 16 0A 019.00,SINGLE FAMILY,616  BAYHILL CT,HERMITAGE,37076,275900,20150601-0050313,,,,
