,Parcel ID,Land Use,Property Address,Property City,Zip Code,Sale Price,Legal Reference,Finished Area,Bedrooms,Full Bath,Half Bath
13270,042 11 0 030.00,OFFICE BLDG (ONE OR TWO STORIES),632  OLD HICKORY BLVD,MADISON,37115.0,225000,20160121-0006356,2215.0,3.0,1.0,0.0
13271,042 12 0B 011.00,SINGLE FAMILY,2041  WILLIAMS VALLEY DR,MADISON,37115.0,101100,20160107-0001743,,,,
13272,042 15 0 001.00,SINGLE FAMILY,97  S GRAYCROFT AVE,MADISON,37115.0,125000,20160126-0007296,1350.0,3.0,2.0,0.0
13273,043 01 0 147.00,DUPLEX,110 A  SHANNON AVE,MADISON,37115.0,139000,20160126-0007556,1920.0,4.0,4.0,0.0
13274,043 05 0 051.00,DUPLEX,819 A  BROOKS AVE,MADISON,37115.0,89000,20160126-0007181,1536.0,4.0,2.0,0.0
13275,043 06 0 076.00,DUPLEX,300  MAY DR,MADISON,37115.0,75000,20160121-0006177,1118.0,3.0,2.0,0.0
13276,043 06 0 210.00,SINGLE FAMILY,305  BECKLEA DR,MADISON,37115.0,122900,20160205-0011264,1000.0,3.0,1.0,0.0
13277,043 11 0 156.00,SINGLE FAMILY,123  LARCHMONT DR,MADISON,37115.0,110000,20160129-0009093,759.0,2.0,1.0,0.0
13278,043 16 0 128.00,MOBILE HOME,1224  BUBBLING WELL RD,MADISON,37115.0,17000,20160129-0009059,,,,
13279,051 02 0 041.00,SINGLE FAMILY,1017  S GRAYCROFT AVE,MADISON,37115.0,347750,20160201-0009153,2690.34998,4.0,2.0,1.0
13280,051 03 0 063.00,SINGLE FAMILY,904  CHADWELL DR,MADISON,37115.0,250000,20160203-0010527,2710.0,3.0,2.0,0.0
13281,051 03 0 103.00,SINGLE FAMILY,909  FREYWOOD DR,MADISON,37115.0,141000,20160126-0007200,1359.0,3.0,1.0,0.0
13282,051 03 0 168.00,SINGLE FAMILY,905  CHADWELL DR,MADISON,37115.0,190800,20160201-0009531,2363.14996,3.0,2.0,0.0
13283,051 08 0 044.00,SINGLE FAMILY,839  ARGLE AVE,MADISON,37115.0,180000,20160121-0006352,1707.5,3.0,2.0,0.0
13284,051 11 0 084.00,VACANT RESIDENTIAL LAND,519  FREDA VILLA,MADISON,37115.0,110500,20160111-0002781,,,,
13285,051 11 0 105.00,DUPLEX,519  FREDA VILLA,MADISON,37115.0,110500,20160111-0002781,3163.0,5.0,3.0,0.0
13286,052 01 0 059.00,SINGLE FAMILY,305  HARRINGTON AVE,MADISON,37115.0,169900,20160126-0007381,1164.0,3.0,2.0,0.0
13287,052 01 0 218.00,SINGLE FAMILY,268  MADISON BLVD,MADISON,37115.0,118938,20160208-0011818,1319.0,3.0,1.0,0.0
13288,052 01 0 325.00,SINGLE FAMILY,560  NEELYS BEND RD,MADISON,37115.0,150000,20160125-0006641,2014.5,2.0,2.0,0.0
13289,052 01 0C 037.00,SINGLE FAMILY,500  ROBBIE ANN CT,MADISON,37115.0,120000,20160107-0001579,,,,
13290,052 02 0 245.00,SINGLE FAMILY,324  RANDY RD,MADISON,37115.0,111100,20160121-0006217,1392.0,2.0,1.0,0.0
13291,052 04 0C 016.00,SINGLE FAMILY,801  USHER DR,MADISON,37115.0,140000,20160119-0005215,,,,
13292,052 04 0C 034.00,SINGLE FAMILY,617  AIDEEN PL,MADISON,37115.0,140000,20160111-0002917,,,,
13293,052 08 0A 320.00,SINGLE FAMILY,608  SANDY SPRING TRL,MADISON,37115.0,150000,20160119-0004918,,,,
13294,052 09 0 091.00,SINGLE FAMILY,416  GRAPEVINE AVE,MADISON,37115.0,160000,20160114-0004129,2226.0,3.0,2.0,0.0
13295,052 12 0A 032.00,SINGLE FAMILY,2024  CANDLEWOOD DR,MADISON,37115.0,127000,20160127-0007728,,,,
13296,052 16 0 006.00,SINGLE FAMILY,804  COGGIN PASS,MADISON,37115.0,162900,20160201-0009193,1392.0,3.0,2.0,0.0
13297,053 05 0 023.00,SINGLE FAMILY,1277  CHEYENNE BLVD,MADISON,37115.0,155000,20160108-0002228,1434.0,3.0,2.0,0.0
13298,053 14 0 091.00,SINGLE FAMILY,1436  PAWNEE TRL,MADISON,37115.0,172000,20160121-0006043,1335.0,3.0,2.0,0.0
13299,053 14 0A 030.00,SINGLE FAMILY,101  NAWAKWA TRL,MADISON,37115.0,196000,20160202-0009884,,,,
13300,053 14 0B 027.00,SINGLE FAMILY,112  KIOWA TRL,MADISON,37115.0,196900,20160121-0006310,,,,
13301,063 00 0 017.00,CHURCH,1700  NEELYS BEND RD,MADISON,37115.0,152500,20160108-0002037,3560.0,0.0,0.0,0.0
13302,063 00 0 257.00,SINGLE FAMILY,1542  HUDSON RD,MADISON,37115.0,550000,20160128-0008443,5234.0,4.0,4.0,2.0
13303,034 07 0C 007.00,VACANT RESIDENTIAL LAND,2574  VAL MARIE DR,MADISON,37115.0,40000,20160210-0012841,,,,
13304,034 07 0C 008.00,VACANT RESIDENTIAL LAND,2572  VAL MARIE DR,MADISON,37115.0,40000,20160210-0012838,,,,
13305,034 07 0C 009.00,VACANT RESIDENTIAL LAND,2554  VAL MARIE DR,MADISON,37115.0,40000,20160210-0012847,,,,
13306,034 13 0 149.00,DUPLEX,120 A  MCKINLEY ST,MADISON,37115.0,110000,20160222-0016486,1680.0,4.0,2.0,0.0
13307,034 14 0A 023.00,SINGLE FAMILY,757  MAYLENE DR,MADISON,37115.0,189900,20160208-0011929,,,,
13308,034 14 0A 025.00,SINGLE FAMILY,756  MAYLENE DR,MADISON,37115.0,187000,20160225-0018077,,,,
13309,042 07 0 025.00,SINGLE FAMILY,700  RONNIE RD,MADISON,37115.0,195000,20160210-0012880,1934.0,3.0,2.0,0.0
13310,042 07 0 115.00,SINGLE FAMILY,651  HERITAGE DR,MADISON,37115.0,195000,20160302-0019910,2427.30005,3.0,2.0,0.0
13311,042 15 0 103.00,SINGLE FAMILY,316  LINDA LN,MADISON,37115.0,145000,20160216-0014251,1371.0,3.0,1.0,1.0
13312,042 16 0 002.00,SINGLE FAMILY,102  DONNA DR,MADISON,37115.0,138000,20160223-0017103,1444.0,3.0,1.0,1.0
13313,043 02 0 007.00,SINGLE FAMILY,1136  PIERCE RD,MADISON,37115.0,75000,20160222-0016389,1989.0,3.0,3.0,0.0
13314,043 05 0 267.00,SINGLE FAMILY,413  ROOSEVELT AVE,MADISON,37115.0,210000,20160229-0019058,1582.5,3.0,2.0,1.0
13315,043 06 0 045.00,SINGLE FAMILY,616  FEDDERS DR,MADISON,37115.0,160000,20160217-0015028,2100.0,3.0,1.0,0.0
13316,043 09 0 137.00,DUPLEX,610  DELAWARE AVE,MADISON,37115.0,119000,20160226-0018419,1376.0,4.0,2.0,0.0
13317,043 10 0A 039.00,RESIDENTIAL CONDO,555  N DUPONT AVE,MADISON,37115.0,40000,20160226-0018627,,,,
13318,043 10 0A 058.00,RESIDENTIAL CONDO,555  N DUPONT AVE,MADISON,37115.0,88000,20160216-0014622,,,,
13319,043 10 0A 062.00,RESIDENTIAL CONDO,555  N DUPONT AVE,MADISON,37115.0,88000,20160216-0014622,,,,
13320,043 10 0A 071.00,RESIDENTIAL CONDO,555  N DUPONT AVE,MADISON,37115.0,35000,20160218-0015610,,,,
13321,043 13 0 309.00,SINGLE FAMILY,228  HICKORY ST,MADISON,37115.0,70000,20160218-0015619,814.0,2.0,1.0,0.0
13322,043 13 0A 057.00,RESIDENTIAL CONDO,323  FOREST PARK RD,MADISON,37115.0,35000,20160216-0014549,,,,
13323,043 15 0 047.00,SINGLE FAMILY,129  RANDY RD,MADISON,37115.0,105000,20160301-0019501,1102.0,2.0,1.0,0.0
13324,043 15 0 180.00,DUPLEX,325  MANZANO RD,MADISON,37115.0,132500,20160302-0020079,3757.0,6.0,3.0,0.0
13325,051 10 0A 108.00,RESIDENTIAL CONDO,1508  LEWIS RD,MADISON,37115.0,135000,20160216-0014375,,,,
13326,051 14 0A 023.00,SINGLE FAMILY,2304  GOLDEN OAK CT,MADISON,37115.0,214900,20160302-0019883,,,,
13327,051 15 0A 063.00,RESIDENTIAL CONDO,420  WALTON LN,MADISON,37115.0,46500,20160208-0011701,,,,
13328,051 15 0A 066.00,RESIDENTIAL CONDO,420  WALTON LN,MADISON,37115.0,57000,20160311-0023409,,,,
13329,052 01 0 172.00,DUPLEX,250  NEELYS BEND RD,MADISON,37115.0,145000,20160302-0019869,1995.5,4.0,2.0,0.0
13330,052 01 0A 135.00,RESIDENTIAL CONDO,135  COVENTRY WOODS DR,MADISON,37115.0,77000,20160205-0011545,,,,
13331,052 02 0 002.00,SINGLE FAMILY,508  LANIER DR,MADISON,37115.0,60000,20160224-0017331,940.0,2.0,1.0,0.0
13332,052 03 0 180.00,SINGLE FAMILY,309  MANZANO RD,MADISON,37115.0,137000,20160218-0015574,1433.0,3.0,2.0,0.0
13333,052 05 0 071.00,SINGLE FAMILY,422  EMMITT AVE,MADISON,37115.0,140000,20160229-0019135,1318.0,3.0,1.0,1.0
13334,052 07 0 001.00,SINGLE FAMILY,835  NEELYS BEND RD,MADISON,37115.0,130000,20160218-0015355,1274.0,3.0,2.0,0.0
13335,052 07 0 028.00,DUPLEX,632  LARKIN SPRINGS RD,MADISON,37115.0,140000,20160226-0018337,1534.0,4.0,2.0,0.0
13336,052 09 0 083.00,SINGLE FAMILY,448  DUE WEST AVE,MADISON,37115.0,160000,20160210-0012670,1300.0,2.0,1.0,0.0
13337,052 12 0 077.00,SINGLE FAMILY,1228  SHAWNEE RD,MADISON,37115.0,129900,20160229-0018933,1875.0,3.0,2.0,0.0
13338,053 09 0 090.00,ZERO LOT LINE,808  TAMARACK  S,MADISON,37115.0,145000,20160229-0018858,1269.0,3.0,2.0,0.0
13339,053 09 0B 103.00,SINGLE FAMILY,1901  GRANTS PASS,MADISON,37115.0,172000,20160209-0012537,,,,
13340,053 09 0B 179.00,SINGLE FAMILY,1021  PAWNEE TRL,MADISON,37115.0,161000,20160308-0022123,,,,
13341,053 13 0 048.00,SINGLE FAMILY,1428  JOE PYRON DR,MADISON,37115.0,190000,20160219-0016040,1875.0,3.0,2.0,0.0
13342,053 14 0A 016.00,SINGLE FAMILY,705  COMANCHE CT,MADISON,37115.0,138000,20160219-0016133,,,,
13343,062 00 0 085.00,SINGLE FAMILY,621  HIDDEN ACRES DR,MADISON,37115.0,175000,20160219-0015822,3960.0,4.0,3.0,0.0
13344,050 04 0 019.00,SINGLE FAMILY,1125  DUE WEST AVE N,MADISON,37115.0,72000,20160316-0024827,1424.0,3.0,1.0,0.0
13345,050 04 0 020.00,VACANT RESIDENTIAL LAND,0  DUE WEST AVE N,MADISON,37115.0,72000,20160316-0024827,,,,
13346,033 15 0 011.00,SINGLE FAMILY,717  HAMBLEN DR,MADISON,37115.0,174900,20160318-0026054,1550.0,3.0,1.0,0.0
13347,033 16 0 153.00,SINGLE FAMILY,305  SLAYTON DR,MADISON,37115.0,164900,20160328-0028500,1571.0,3.0,2.0,0.0
13348,033 16 0 208.00,ZERO LOT LINE,235  MACFIE DR,MADISON,37115.0,93000,20160329-0029383,1372.0,2.0,2.0,1.0
13349,034 03 0 123.00,ZERO LOT LINE,115  OAK PARK LN,MADISON,37115.0,151000,20160321-0026432,1582.75,3.0,2.0,0.0
13350,034 03 0B 302.00,RESIDENTIAL CONDO,302  CHURCHILL XING,MADISON,37115.0,134900,20160317-0025393,,,,
13351,034 03 0B 507.00,RESIDENTIAL CONDO,507  CHURCHILL XING,MADISON,37115.0,96000,20160411-0034440,,,,
13352,034 05 0A 035.00,RESIDENTIAL CONDO,512  THOMAS JEFFERSON CIR,MADISON,37115.0,89900,20160307-0021610,,,,
13353,034 07 0A 044.00,SINGLE FAMILY,2014  SPRING BRANCH DR,MADISON,37115.0,239000,20160321-0026599,,,,
13354,034 07 0B 006.00,VACANT RESIDENTIAL LAND,2560  VAL MARIE DR,MADISON,37115.0,40000,20160304-0020909,,,,
13355,034 07 0B 011.00,SINGLE FAMILY,2540  VAL MARIE DR,MADISON,37115.0,216500,20160324-0027781,,,,
13356,034 07 0B 015.00,VACANT RESIDENTIAL LAND,2524  VAL MARIE DR,MADISON,37115.0,40000,20160304-0020905,,,,
13357,034 07 0B 016.00,VACANT RESIDENTIAL LAND,2520  VAL MARIE DR,MADISON,37115.0,40000,20160330-0029863,,,,
13358,034 07 0B 023.00,VACANT RESIDENTIAL LAND,2505  VAL MARIE DR,MADISON,37115.0,40000,20160304-0020903,,,,
13359,034 07 0B 024.00,VACANT RESIDENTIAL LAND,2509  VAL MARIE DR,MADISON,37115.0,40000,20160330-0029861,,,,
13360,034 07 0B 027.00,VACANT RESIDENTIAL LAND,2521  VAL MARIE DR,MADISON,37115.0,40000,20160304-0020899,,,,
13361,034 07 0B 028.00,VACANT RESIDENTIAL LAND,2525  VAL MARIE DR,MADISON,37115.0,40000,20160330-0029857,,,,
13362,042 07 0A 115.00,SINGLE FAMILY,1508  TRADITION CT,MADISON,37115.0,100000,20160329-0029577,,,,
13363,042 11 0A 022.00,RESIDENTIAL CONDO,1022  HERITAGE DR,MADISON,37115.0,120000,20160316-0025124,,,,
13364,042 11 0B 063.00,RESIDENTIAL CONDO,266  MAYFLOWER LN N,MADISON,37115.0,94000,20160323-0027594,,,,
13365,042 12 0 081.00,DUPLEX,411  WILLIAMS AVE,MADISON,37115.0,127000,20160331-0030378,2184.0,6.0,4.0,0.0
13366,042 16 0A 001.00,SINGLE FAMILY,503  OLD HICKORY BLVD,MADISON,37115.0,380000,20160323-0027549,,,,
13367,043 02 0 027.00,SINGLE FAMILY,955  SNOW AVE,MADISON,37115.0,182400,20160404-0031878,1333.0,3.0,1.0,1.0
13368,043 02 0A 212.00,RESIDENTIAL CONDO,212  CEDARWOOD LN,MADISON,37115.0,87000,20160405-0032407,,,,
13369,043 07 0 021.00,SINGLE FAMILY,304 B MCARTHUR DR,MADISON,37115.0,135000,20160222-0016677,1120.0,2.0,1.0,0.0
13370,043 07 0 125.00,ZERO LOT LINE,925  ANDERSON LN,MADISON,37115.0,60000,20160330-0029741,774.0,2.0,1.0,0.0
13371,043 07 0 130.00,ZERO LOT LINE,927  ANDERSON LN,MADISON,37115.0,60000,20160330-0029750,743.0,2.0,1.0,0.0
13372,043 09 0 049.00,SINGLE FAMILY,242  WILEY ST,MADISON,37115.0,77000,20160318-0026060,1012.0,3.0,1.0,0.0
13373,043 09 0 140.00,VACANT RESIDENTIAL LAND,501  CUMBERLAND AVE,MADISON,37115.0,40000,20160321-0026317,,,,
13374,043 09 0 344.00,SINGLE FAMILY,508  DUPONT AVE,MADISON,37115.0,149943,20160307-0021538,1656.0,4.0,2.0,0.0
13375,043 12 0 016.00,MOBILE HOME,1071 N DUPONT AVE,MADISON,37115.0,45000,20160321-0026285,,,,
13376,043 13 0 308.00,SINGLE FAMILY,224  HICKORY ST,MADISON,37115.0,155000,20160405-0032445,1008.0,2.0,1.0,0.0
13377,043 13 0A 063.00,RESIDENTIAL CONDO,323  FOREST PARK RD,MADISON,37115.0,18800,20160321-0026387,,,,
13378,043 14 0 184.00,SINGLE FAMILY,245 B LANIER DR,MADISON,37115.0,70000,20160310-0022923,834.0,2.0,1.0,0.0
13379,043 14 0B 024.00,SINGLE FAMILY,2300  FRANCO RD,MADISON,37115.0,176250,20160321-0026538,,,,
13380,043 14 0B 027.00,SINGLE FAMILY,2312  FRANCO RD,MADISON,37115.0,165000,20160404-0031949,,,,
13381,043 14 0B 038.00,SINGLE FAMILY,2028  LOMBARDIA LN,MADISON,37115.0,160000,20160303-0020579,,,,
13382,043 15 0 050.00,SINGLE FAMILY,117  RANDY RD,MADISON,37115.0,146000,20160329-0029569,1086.0,2.0,1.0,0.0
13383,051 03 0 073.00,SINGLE FAMILY,420  CHADWELL DR,MADISON,37115.0,55000,20160309-0022438,850.0,2.0,1.0,0.0
13384,051 10 0B 010.00,RESIDENTIAL CONDO,157  ELLINGTON PL,MADISON,37115.0,96270,20160328-0028671,,,,
13385,051 10 0E 008.00,RESIDENTIAL CONDO,819  LEWIS CT,MADISON,37115.0,114000,20160314-0023912,,,,
13386,051 15 0A 069.00,RESIDENTIAL CONDO,420  WALTON LN,MADISON,37115.0,62000,20160331-0030614,,,,
13387,052 01 0A 105.00,RESIDENTIAL CONDO,105  COVENTRY WOODS DR,MADISON,37115.0,67500,20160310-0022988,,,,
13388,052 02 0 069.00,SINGLE FAMILY,713  CARMEL AVE,MADISON,37115.0,171250,20160310-0023274,1175.0,2.0,2.0,0.0
13389,052 02 0 119.00,SINGLE FAMILY,621  CHERYL AVE,MADISON,37115.0,75000,20160404-0031763,768.0,2.0,1.0,0.0
13390,052 02 0 149.00,SINGLE FAMILY,725  BLACKSTONE AVE,MADISON,37115.0,95000,20160317-0025480,912.0,2.0,1.0,0.0
13391,052 02 0 149.00,SINGLE FAMILY,725  BLACKSTONE AVE,MADISON,37115.0,100000,20160331-0030376,912.0,2.0,1.0,0.0
13392,052 04 0C 019.00,SINGLE FAMILY,812  USHER DR,MADISON,37115.0,152000,20160407-0033554,,,,
13393,052 05 0 050.00,VACANT RESIDENTIAL LAND,427  EMMITT AVE,MADISON,37115.0,57000,20160314-0023966,,,,
13394,052 05 0 075.00,SINGLE FAMILY,432  EMMITT AVE,MADISON,37115.0,71000,20160316-0024884,1204.0,3.0,2.0,0.0
13395,052 09 0 088.00,VACANT RESIDENTIAL LAND,0  GRAPEVINE AVE,MADISON,37115.0,20000,20160329-0029590,,,,
13396,052 16 0 105.00,SINGLE FAMILY,1320  NEELYS BEND RD,MADISON,37115.0,69500,20160404-0031940,1901.0,3.0,1.0,0.0
13397,053 05 0 023.00,SINGLE FAMILY,1277  CHEYENNE BLVD,MADISON,37115.0,164000,20160314-0023738,1434.0,3.0,2.0,0.0
13398,053 09 0B 030.00,SINGLE FAMILY,1641  CUMBERLAND STATION BLVD,MADISON,37115.0,176000,20160328-0028529,,,,
13399,053 14 0A 012.00,SINGLE FAMILY,704  COMANCHE CT,MADISON,37115.0,159900,20160405-0032243,,,,
13400,063 02 0 005.00,SINGLE FAMILY,1428  MOHAWK TRL,MADISON,37115.0,140000,20160329-0029572,1047.0,3.0,1.0,0.0
13401,063 02 0 031.00,SINGLE FAMILY,1536  MOHAWK TRL,MADISON,37115.0,110000,20160324-0027885,1170.0,3.0,2.0,0.0
13402,042 13 0 059.00,SINGLE FAMILY,707  TUCKAHOE DR,MADISON,37115.0,330000,20160418-0037377,3979.0,4.0,3.0,1.0
13403,051 02 0 028.01,SINGLE FAMILY,403  PORT DR,MADISON,37115.0,265000,20160426-0040398,3017.5,4.0,3.0,0.0
13404,051 02 0A 020.00,RESIDENTIAL CONDO,2007  CHADWELL OVERLOOK DR,MADISON,37115.0,189900,20160412-0035000,,,,
13405,051 02 0A 021.00,RESIDENTIAL CONDO,2005  CHADWELL OVERLOOK DR,MADISON,37115.0,189900,20160427-0041200,,,,
13406,026 16 0 014.00,SINGLE FAMILY,204  CUMBERLAND HILLS DR,MADISON,37115.0,183000,20160419-0037836,1551.0,3.0,2.0,0.0
13407,033 15 0 119.00,SINGLE FAMILY,815 E CAMPBELL RD,MADISON,37115.0,147000,20160414-0035696,2058.0,3.0,2.0,0.0
13408,033 16 0 106.00,SINGLE FAMILY,1137  NELSON DR,MADISON,37115.0,136400,20160418-0037001,1080.0,3.0,2.0,0.0
13409,033 16 0 131.00,SINGLE FAMILY,221  SLAYTON DR,MADISON,37115.0,145000,20160413-0035200,1201.0,3.0,2.0,0.0
13410,034 03 0B 802.00,RESIDENTIAL CONDO,802  CHURCHILL XING,MADISON,37115.0,90000,20160411-0034104,,,,
13411,034 05 0A 064.00,RESIDENTIAL CONDO,570  THOMAS JEFFERSON CIR,MADISON,37115.0,89920,20160505-0044244,,,,
13412,034 07 0A 110.00,RESIDENTIAL CONDO,359  HARBOR VILLAGE DR,MADISON,37115.0,174000,20160412-0034842,,,,
13413,034 07 0B 015.00,VACANT RESIDENTIAL LAND,2524  VAL MARIE DR,MADISON,37115.0,40000,20160304-0020905,,,,
13414,034 07 0B 017.00,VACANT RESIDENTIAL LAND,2516  VAL MARIE DR,MADISON,37115.0,40000,20160428-0041490,,,,
13415,034 07 0B 018.00,VACANT RESIDENTIAL LAND,2512  VAL MARIE DR,MADISON,37115.0,40000,20160428-0041492,,,,
13416,034 07 0B 019.00,VACANT RESIDENTIAL LAND,2508  VAL MARIE DR,MADISON,37115.0,40000,20160428-0041494,,,,
13417,034 07 0B 020.00,VACANT RESIDENTIAL LAND,2504  VAL MARIE DR,MADISON,37115.0,40000,20160428-0041496,,,,
13418,034 07 0B 025.00,VACANT RESIDENTIAL LAND,2513  VAL MARIE DR,MADISON,37115.0,40000,20160428-0041498,,,,
13419,034 13 0 090.00,VACANT RESIDENTIAL LAND,119  WELWORTH ST,MADISON,37115.0,16500,20160408-0033688,,,,
13420,042 03 0 124.00,SINGLE FAMILY,509 E CAMPBELL RD,MADISON,37115.0,215861,20160502-0042590,2641.60004,3.0,2.0,0.0
13421,042 04 0 032.00,SINGLE FAMILY,401  HAMBLEN DR,MADISON,37115.0,162000,20160418-0036933,1239.0,3.0,1.0,0.0
13422,042 06 0 001.00,SINGLE FAMILY,902  NESBITT LN,MADISON,37115.0,145000,20160425-0039974,1965.0,3.0,2.0,0.0
13423,042 07 0 042.00,SINGLE FAMILY,707 N GRAYCROFT AVE,MADISON,37115.0,279900,20160505-0044436,2767.0,4.0,2.0,1.0
13424,042 07 0A 124.00,SINGLE FAMILY,1416  SIXPENCE PL,MADISON,37115.0,122900,20160422-0039508,,,,
13425,042 08 0 126.00,SINGLE FAMILY,904  HERITAGE VIEW CT,MADISON,37115.0,141000,20160406-0032772,1382.88,3.0,2.0,0.0
13426,042 15 0 031.00,SINGLE FAMILY,128 W MARTHONA RD,MADISON,37115.0,235000,20160429-0042257,1783.0,3.0,2.0,0.0
13427,043 02 0A 134.00,RESIDENTIAL CONDO,134  CEDARWOOD LN,MADISON,37115.0,79900,20160421-0038695,,,,
13428,043 05 0 167.00,SINGLE FAMILY,107  GARNER AVE,MADISON,37115.0,80000,20160503-0043337,840.0,2.0,1.0,0.0
13429,043 09 0 079.00,SINGLE FAMILY,205  LOVELL ST,MADISON,37115.0,19000,20160427-0040872,726.0,2.0,1.0,0.0
13430,043 09 0 152.00,SINGLE FAMILY,220  CUMBERLAND AVE,MADISON,37115.0,72000,20160425-0039753,1108.0,2.0,1.0,0.0
13431,043 10 0 077.00,SINGLE FAMILY,245  BECKLEA DR,MADISON,37115.0,156000,20160412-0035073,1580.0,5.0,2.0,0.0
13432,043 11 0 040.00,SINGLE FAMILY,218  MYATT DR,MADISON,37115.0,70000,20160505-0044329,990.0,2.0,1.0,0.0
13433,043 12 0 058.00,SINGLE FAMILY,122  VANDIVER DR,MADISON,37115.0,162000,20160426-0040688,1141.0,3.0,2.0,0.0
13434,043 13 0 104.00,VACANT RESIDENTIAL LAND,0  MAPLE ST,MADISON,37115.0,98529,20160517-0048914,,,,
13435,043 13 0 105.00,SINGLE FAMILY,315  MAPLE ST,MADISON,37115.0,98529,20160517-0048914,1396.0,3.0,2.0,0.0
13436,043 13 0 213.00,SINGLE FAMILY,408  MAPLE ST,MADISON,37115.0,63000,20160429-0042144,728.0,2.0,1.0,0.0
13437,043 13 0 218.00,SINGLE FAMILY,430  MAPLE ST,MADISON,37115.0,74000,20160505-0044323,1110.0,3.0,1.0,0.0
13438,043 13 0A 089.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13439,043 13 0A 089.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13440,043 13 0A 090.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13441,043 13 0A 090.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13442,043 13 0A 091.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13443,043 13 0A 091.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13444,043 13 0A 092.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13445,043 13 0A 092.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13446,043 13 0A 093.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13447,043 13 0A 093.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13448,043 13 0A 094.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13449,043 13 0A 094.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13450,043 13 0A 095.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13451,043 13 0A 095.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13452,043 13 0A 096.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13453,043 13 0A 096.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13454,043 13 0A 097.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13455,043 13 0A 097.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13456,043 13 0A 098.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13457,043 13 0A 098.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13458,043 13 0A 099.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13459,043 13 0A 099.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13460,043 13 0A 100.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13461,043 13 0A 100.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13462,043 13 0A 101.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13463,043 13 0A 101.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13464,043 13 0A 102.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13465,043 13 0A 102.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13466,043 13 0A 103.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13467,043 13 0A 103.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
13468,043 13 0A 104.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,40000,20160405-0032679,,,,
13469,043 13 0A 104.00,VACANT RESIDENTIAL LAND,0  FOREST PARK RD,MADISON,37115.0,150000,20160405-0032680,,,,
